"coloration.key","variable","Label","Display.Order","Color","R","G","B","hexvalue","shape","size","alpha"
"ContractingOffice","USPFO FOR NEW HAMPSHIRE","USPFO FOR NEW HAMPSHIRE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR NEW JERSEY","USPFO FOR NEW JERSEY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR NEW MEXICO","USPFO FOR NEW MEXICO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR NEW YORK","USPFO FOR NEW YORK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR NORTH CAROLINA","USPFO FOR NORTH CAROLINA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR NORTH DAKOTA","USPFO FOR NORTH DAKOTA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR OHIO","USPFO FOR OHIO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR OKLAHOMA","USPFO FOR OKLAHOMA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR OREGON","USPFO FOR OREGON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR PENNSYLVANIA","USPFO FOR PENNSYLVANIA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR PUERTO RICO","USPFO FOR PUERTO RICO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR RHODE ISLAND","USPFO FOR RHODE ISLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR SOUTH CAROLINA","USPFO FOR SOUTH CAROLINA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR SOUTH DAKOTA","USPFO FOR SOUTH DAKOTA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR TENNESSEE","USPFO FOR TENNESSEE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR TEXAS","USPFO FOR TEXAS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR UTAH","USPFO FOR UTAH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR VERMONT, CAMP JOHNSON","USPFO FOR VERMONT, CAMP JOHNSON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR VIRGIN ISLANDS","USPFO FOR VIRGIN ISLANDS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR VIRGINIA","USPFO FOR VIRGINIA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR WASHINGTON","USPFO FOR WASHINGTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR WEST VIRGINIA","USPFO FOR WEST VIRGINIA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR WISCONSIN","USPFO FOR WISCONSIN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USPFO FOR WYOMING","USPFO FOR WYOMING",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USS DWIGHT D EISENHOWER CVN 69","USS DWIGHT D EISENHOWER CVN 69",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USS HARRY S TRUMAN","USS HARRY S TRUMAN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USS JOHN C STENNIS CVN 74","USS JOHN C STENNIS CVN 74",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","USS THEODORE ROOSEVELT CVN 71","USS THEODORE ROOSEVELT CVN 71",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","VFA 15","VFA 15",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","VICKSBURG CONSOLILDATED CONTRACT","VICKSBURG CONSOLILDATED CONTRACT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","VP 26","VP 26",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W00Y CONTR OFC DODAAC","W00Y CONTR OFC DODAAC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W071 ENDIST KANSAS CITY","W071 ENDIST KANSAS CITY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W071 ENDIST OMAHA","W071 ENDIST OMAHA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W071 ENDIST PORTLAND","W071 ENDIST PORTLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W071 ENDIST SEATTLE","W071 ENDIST SEATTLE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W071 ENDIST WALLA WALLA","W071 ENDIST WALLA WALLA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST BUFFALO","W072 ENDIST BUFFALO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST CHICAGO","W072 ENDIST CHICAGO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST DETROIT","W072 ENDIST DETROIT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST HUNTINGTON","W072 ENDIST HUNTINGTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST LOUISVILLE","W072 ENDIST LOUISVILLE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST NASHVILLE","W072 ENDIST NASHVILLE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W072 ENDIST PITTSBURGH","W072 ENDIST PITTSBURGH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W074 ENDIST CHARLESTON","W074 ENDIST CHARLESTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W074 ENDIST JACKSNVLLE","W074 ENDIST JACKSNVLLE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W074 ENDIST MOBILE","W074 ENDIST MOBILE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W074 ENDIST SAVANNAH","W074 ENDIST SAVANNAH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W074 ENDIST WILMINGTON","W074 ENDIST WILMINGTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W075 ENDIST ALBUQUERQUE","W075 ENDIST ALBUQUERQUE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W075 ENDIST LOS ANGELES","W075 ENDIST LOS ANGELES",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W075 ENDIST SACRAMENTO","W075 ENDIST SACRAMENTO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W075 ENDIST SAN FRAN","W075 ENDIST SAN FRAN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W076 ENDIST FT WORTH","W076 ENDIST FT WORTH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W076 ENDIST GALVESTON","W076 ENDIST GALVESTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W076 ENDIST LITTLE ROCK","W076 ENDIST LITTLE ROCK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W076 ENDIST TULSA","W076 ENDIST TULSA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W07V ENDIST MEMPHIS","W07V ENDIST MEMPHIS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W07V ENDIST N ORLEANS","W07V ENDIST N ORLEANS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W07V ENDIST ROCK ISLAND","W07V ENDIST ROCK ISLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W07V ENDIST ST LOUIS","W07V ENDIST ST LOUIS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W07V ENDIST ST PAUL","W07V ENDIST ST PAUL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W07V ENDIST VICKSBURG","W07V ENDIST VICKSBURG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0DA USA STRATEGIC LOG ACT","W0DA USA STRATEGIC LOG ACT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0K9 USA WATERVLIET ARSNL","W0K9 USA WATERVLIET ARSNL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0L6 USA DEP LETTERKENY","W0L6 USA DEP LETTERKENY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0L7 STK REC    ACCT BGAD","W0L7 STK REC    ACCT BGAD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0LX ANNISTON DEPOT PROP DIV","W0LX ANNISTON DEPOT PROP DIV",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0MC USA DEP RED RIVER","W0MC USA DEP RED RIVER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0ML USA DEP TOBYHANNA","W0ML USA DEP TOBYHANNA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0MM TOOELE ARMY DEPOT","W0MM TOOELE ARMY DEPOT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0MU USA DEP CORPUS CHRISTI","W0MU USA DEP CORPUS CHRISTI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W0QF HQ SURFACE DEPL&DISTR CMD","W0QF HQ SURFACE DEPL&DISTR CMD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W1DF AVIATION APPLIED TECH DIR","W1DF AVIATION APPLIED TECH DIR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W27P BAGHDAD OFFICE","W27P BAGHDAD OFFICE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W27P BUCCA ROC","W27P BUCCA ROC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W27P DELTA RCC","W27P DELTA RCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W27P IRAQ RECON CONTRACT OFC","W27P IRAQ RECON CONTRACT OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W27P PARC FORCES","W27P PARC FORCES",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W27P TFBSO","W27P TFBSO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2R2 COLD RGNS RSCH ENG LAB","W2R2 COLD RGNS RSCH ENG LAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2R2 CONST ENGRG LAB","W2R2 CONST ENGRG LAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2R2 TOPO ENGRG LAB","W2R2 TOPO ENGRG LAB",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2R2 USA ENGR R AND D CTR","W2R2 USA ENGR R AND D CTR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SD ENDIST BALTIMORE","W2SD ENDIST BALTIMORE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SD ENDIST NEW ENGLAND","W2SD ENDIST NEW ENGLAND",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SD ENDIST NEW YORK","W2SD ENDIST NEW YORK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SD ENDIST NORFOLK","W2SD ENDIST NORFOLK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SD ENDIST PHILADELPHIA","W2SD ENDIST PHILADELPHIA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SD FEST NAU1 EUROPE","W2SD FEST NAU1 EUROPE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SN ENDIST ALASKA","W2SN ENDIST ALASKA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SN ENDIST FAR EAST","W2SN ENDIST FAR EAST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SN ENDIST HONOLULU","W2SN ENDIST HONOLULU",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2SN ENDIST JAPAN","W2SN ENDIST JAPAN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2TZ CONTR CTR OF EX","W2TZ CONTR CTR OF EX",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W2V6 USA ENG SPT CTR HUNTSVIL","W2V6 USA ENG SPT CTR HUNTSVIL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W313 ARMY VISUAL INFO CENTER","W313 ARMY VISUAL INFO CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W31R AFGHANISTAN AREA OFC","W31R AFGHANISTAN AREA OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W31R ENDIS GULF REGION","W31R ENDIS GULF REGION",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W31R ENDIS MIDDLE EAST","W31R ENDIS MIDDLE EAST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W31R ENDIST AFGHANISTAN NORTH","W31R ENDIST AFGHANISTAN NORTH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W31R ENDIST AFGHANISTAN SOUTH","W31R ENDIST AFGHANISTAN SOUTH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W37W USA ELE NATL DEF UNIV","W37W USA ELE NATL DEF UNIV",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W390 CAMP STANLEY, TX","W390 CAMP STANLEY, TX",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W390 MCALESTER ARMY AMMO PLANT","W390 MCALESTER ARMY AMMO PLANT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W39L USA NG READINESS CENTER","W39L USA NG READINESS CENTER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W39Z STK REC ACCT-CRANE AAP","W39Z STK REC ACCT-CRANE AAP",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W3ZL OFC PM SANG MOD PROG","W3ZL OFC PM SANG MOD PROG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W40M EUR REGIONAL CONTRACT OFC","W40M EUR REGIONAL CONTRACT OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W40M NORTHEREGION CONTRACT OFC","W40M NORTHEREGION CONTRACT OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W40M PACIFIC RGNL CNTRG OFC","W40M PACIFIC RGNL CNTRG OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W40M SOUTH RGNL CONTR OFC EAST","W40M SOUTH RGNL CONTR OFC EAST",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W40M USA MEDCOM HCAA","W40M USA MEDCOM HCAA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W40M WESTERN RGNL CNTRG OFC MA","W40M WESTERN RGNL CNTRG OFC MA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W453 JIATFS","W453 JIATFS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W4GG HQ US ARMY TACOM","W4GG HQ US ARMY TACOM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W4LD USA HECSA","W4LD USA HECSA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W4MM USA JOINT MUNITIONS CMD","W4MM USA JOINT MUNITIONS CMD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W4PZ USA MED RSCH ACQUIS ACT","W4PZ USA MED RSCH ACQUIS ACT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W4T8 USASMDC HUNTSVILLE","W4T8 USASMDC HUNTSVILLE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6DY PEO EIS FT DETRICK SPT","W6DY PEO EIS FT DETRICK SPT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EC PEO STRI ORLANDO","W6EC PEO STRI ORLANDO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV BAGHDAD RCO","W6EV BAGHDAD RCO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV COMM TRANS SECTOR","W6EV COMM TRANS SECTOR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV ELECTRICAL SECTOR","W6EV ELECTRICAL SECTOR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV HILLAH RCO","W6EV HILLAH RCO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV KIRKUK RCO","W6EV KIRKUK RCO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV OIL SECTOR","W6EV OIL SECTOR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV PUBLIC WORKS WATER SECTOR","W6EV PUBLIC WORKS WATER SECTOR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EV USAE IRAQ RECONSTRUC OFC","W6EV USAE IRAQ RECONSTRUC OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EX GRD NORTH DISTRICT","W6EX GRD NORTH DISTRICT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6EX GRD SOUTH DISTRICT","W6EX GRD SOUTH DISTRICT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    CAS-BC","W6GZ ELE    CAS-BC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    JTSCC","W6GZ ELE    JTSCC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    MNSTC-I SUP DIV","W6GZ ELE    MNSTC-I SUP DIV",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC BAGRAM","W6GZ ELE    RCC BAGRAM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC BALAD","W6GZ ELE    RCC BALAD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC BASRAH","W6GZ ELE    RCC BASRAH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC DELARAM","W6GZ ELE    RCC DELARAM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC DWYER","W6GZ ELE    RCC DWYER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC ECHO","W6GZ ELE    RCC ECHO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC FENTY","W6GZ ELE    RCC FENTY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC HERAT","W6GZ ELE    RCC HERAT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC KABUL","W6GZ ELE    RCC KABUL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC KANDAHAR","W6GZ ELE    RCC KANDAHAR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC KIRKUK","W6GZ ELE    RCC KIRKUK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC LEATHERNECK","W6GZ ELE    RCC LEATHERNECK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC MAZAR E SHA","W6GZ ELE    RCC MAZAR E SHA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC MOSUL","W6GZ ELE    RCC MOSUL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC PHOENIX","W6GZ ELE    RCC PHOENIX",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC SALERNO","W6GZ ELE    RCC SALERNO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC SHANK","W6GZ ELE    RCC SHANK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC SHARANA","W6GZ ELE    RCC SHARANA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC TAJI","W6GZ ELE    RCC TAJI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC TALLIL","W6GZ ELE    RCC TALLIL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC TIKRIT","W6GZ ELE    RCC TIKRIT",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    RCC VICTORY","W6GZ ELE    RCC VICTORY",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6GZ ELE    TWR","W6GZ ELE    TWR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6HP AMC ESA-A PROP BK TM TWO","W6HP AMC ESA-A PROP BK TM TWO",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6KD USACE EIT SVCS","W6KD USACE EIT SVCS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG","W6QK ACC-APG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG ADELPHI","W6QK ACC-APG ADELPHI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG CONT CT SW SECTOR","W6QK ACC-APG CONT CT SW SECTOR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG CONT CT WASH OFC","W6QK ACC-APG CONT CT WASH OFC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG DENVER","W6QK ACC-APG DENVER",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG DIR","W6QK ACC-APG DIR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG DURHAM","W6QK ACC-APG DURHAM",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-APG NATICK","W6QK ACC-APG NATICK",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-PICA","W6QK ACC-PICA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-RI","W6QK ACC-RI",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-RSA","W6QK ACC-RSA",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-RSA COS","W6QK ACC-RSA COS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ACC-WRN","W6QK ACC-WRN",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK ADAP SPT OFF","W6QK ADAP SPT OFF",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK PBA CONTR OFF","W6QK PBA CONTR OFF",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QK SIAD CONTR OFF","W6QK SIAD CONTR OFF",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM E&I OPS","W6QM E&I OPS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM FT EUSTIS DOC","W6QM FT EUSTIS DOC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM FT HAMILTON DOC","W6QM FT HAMILTON DOC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM FT MONMOUTH DOC","W6QM FT MONMOUTH DOC",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC CTR-FT BRAGG","W6QM MICC CTR-FT BRAGG",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC CTR-FT DIX (RC)","W6QM MICC CTR-FT DIX (RC)",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC CTR-FT EUSTIS","W6QM MICC CTR-FT EUSTIS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC CTR-FT KNOX","W6QM MICC CTR-FT KNOX",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC CTR-FT SAM HOUSTON","W6QM MICC CTR-FT SAM HOUSTON",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC CTR-YUMA PROV GRD","W6QM MICC CTR-YUMA PROV GRD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC FT LEE","W6QM MICC FT LEE",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-ARCC NORTH","W6QM MICC-ARCC NORTH",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-CARLISLE BARRACKS","W6QM MICC-CARLISLE BARRACKS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICCC-FT JACKSON (RC-S)","W6QM MICCC-FT JACKSON (RC-S)",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-DUGWAY PROV GRD","W6QM MICC-DUGWAY PROV GRD",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FORT BUCHANAN (RC)","W6QM MICC-FORT BUCHANAN (RC)",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FT AP HILL","W6QM MICC-FT AP HILL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FT BELVOIR","W6QM MICC-FT BELVOIR",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FT BENNING","W6QM MICC-FT BENNING",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FT BLISS","W6QM MICC-FT BLISS",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FT CAMPBELL","W6QM MICC-FT CAMPBELL",37,"red",170,70,67,"#AA4643",NA,NA,NA
"ContractingOffice","W6QM MICC-FT CARSON","W6QM MICC-FT CARSON",37,"red",170,70,67,"#AA4643",NA,NA,NA
